period,accessionyear,dateend,title,url,division,century,objectnumber,totaluniquepageviews,datebegin,culture,imagepermissionlevel,rank,id,department
Roman Imperial period,1985.0,0,Coin of Corcyra under the Romans,https://www.harvardartmuseums.org/collections/object/174987,Asian and Mediterranean Art,,1985.21.116,4,0,Roman Provincial,0,107066,174987,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1945,Untitled (two men and a woman),https://www.harvardartmuseums.org/collections/object/141019,Modern and Contemporary Art,20th century,4.2002.1311,0,1935,American,1,20414,141019,Department of Photographs
,,1935,[Table by the window],https://www.harvardartmuseums.org/collections/object/41518,Modern and Contemporary Art,20th century,BRLF.234.29,1,1933,German,1,171785,41518,Busch-Reisinger Museum
,1929.0,0,Eqvile Ioannis Avstriaci Caroli V,https://www.harvardartmuseums.org/collections/object/55073,European and American Art,16th-17th century,M4459.-M4474,66,0,Netherlandish,0,206299,55073,Department of Prints
,1933.0,1919,"Study for East Wall, Boston Public Library (Tripartite design:  Shrine, Landscape, Shrine); verso:  Sketch for an Arch, Boston Public Library",https://www.harvardartmuseums.org/collections/object/306605,European and American Art,19th-20th century,1933.48,80,1895,American,0,60200,306605,Department of Drawings
,,0,"""Everything is paid?  We have not said . . . hello""",https://www.harvardartmuseums.org/collections/object/269575,European and American Art,19th century,M17178,0,0,French,0,217747,269575,Department of Prints
"Edo period, 1615-1868",1933.0,1839,"Gōdo, Cormorant Fishing Boats on the Nearby Nagara River (Gōdo Nagarakawa ukaibune), Station 55 from the series ""Sixty-Nine Stations of the Kisokaidō"" (Kisokaidō rokujūkyūtsugi no uchi)",https://www.harvardartmuseums.org/collections/object/208366,Asian and Mediterranean Art,19th century,1933.4.641,11,1835,Japanese,0,57564,208366,Department of Asian Art
,1988.0,1949,Untitled,https://www.harvardartmuseums.org/collections/object/309437,Modern and Contemporary Art,20th century,1988.9,7,1949,American,1,112317,309437,Department of Drawings
,,0,"X-radiograph(s) of ""Purification of the Virgin""",https://www.harvardartmuseums.org/collections/object/344646,,,Straus.5153,0,0,,0,266714,344646,Straus Center for Conservation and Technical Studies
,2011.0,1908,"Social Settlements: United States. Pennsylvania. Philadelphia. ""University House"": University House, Philadelphia, Pa.: One of the Clubs",https://www.harvardartmuseums.org/collections/object/314294,Modern and Contemporary Art,19th-20th century,3.2002.3270.2,2,1898,American,0,17699,314294,Department of Photographs
,2011.0,1955,Untitled (woman with her birthday cake),https://www.harvardartmuseums.org/collections/object/141293,Modern and Contemporary Art,20th century,4.2002.1115,4,1945,American,1,20218,141293,Department of Photographs
,1924.0,1920,Hamadryads,https://www.harvardartmuseums.org/collections/object/257059,European and American Art,20th century,M2672,3,1920,American,0,203364,257059,Department of Prints
,1937.0,0,"Detail of Tiles, Mirador de Lindaraja, Alhambra, Granada",https://www.harvardartmuseums.org/collections/object/194864,European and American Art,19th-20th century,1937.10.4.E,78,0,Spanish,0,64060,194864,Department of Drawings
,,1950,[Shop window mannequins with ladies fashions],https://www.harvardartmuseums.org/collections/object/40274,Modern and Contemporary Art,20th century,BRLF.331.2,1,1950,American,1,173198,40274,Busch-Reisinger Museum
,,0,Guillaume le congerérant rapporté,https://www.harvardartmuseums.org/collections/object/275445,European and American Art,19th century,G8948,12,0,French,0,199307,275445,Department of Prints
,2011.0,1948,Untitled (house on fire with men and horse in front),https://www.harvardartmuseums.org/collections/object/123714,Modern and Contemporary Art,20th century,4.2002.18345,0,1948,American,1,38060,123714,Department of Photographs
,2011.0,1948,Untitled (woman and girl in costume),https://www.harvardartmuseums.org/collections/object/123425,Modern and Contemporary Art,20th century,4.2002.19122,0,1948,American,0,38860,123425,Department of Photographs
,1970.0,1879,Twig of Peach Bloom,https://www.harvardartmuseums.org/collections/object/296290,European and American Art,19th century,1970.74,168,1869,British,0,89730,296290,Department of Drawings
,2011.0,1962,Untitled (men in suits standing in police line-up),https://www.harvardartmuseums.org/collections/object/126176,Modern and Contemporary Art,20th century,4.2002.15967,2,1962,American,0,35231,126176,Department of Photographs
,2011.0,1908,"Recreation, Parks and Playgrounds: Great Britain, England. London. Playgrounds and Parks: Social Conditions in London, England, 1903: A disused burial ground in Saint Pancras, transformed into a small park for the people. (1)",https://www.harvardartmuseums.org/collections/object/152769,Modern and Contemporary Art,19th-20th century,3.2002.2491,0,1898,European?,0,15088,152769,Department of Photographs
,2005.0,1889,Zaandam,https://www.harvardartmuseums.org/collections/object/12306,European and American Art,19th century,2005.265,33,1889,American,0,125728,12306,Department of Prints
,1918.0,0,Coronatis S. S. Virginis,https://www.harvardartmuseums.org/collections/object/259099,European and American Art,19th century,M916,7,0,German,0,201749,259099,Department of Prints
"Muromachi period, 1392-1568",1985.0,1487,Subscription for Keiden-ji at the Time of the Temple's Foundation (Keiden-ji kanjin-jō),https://www.harvardartmuseums.org/collections/object/211754,Asian and Mediterranean Art,15th century,1985.440,5,1487,Japanese,0,108391,211754,Department of Asian Art
,2011.0,1945,Untitled (clown in baggy plaid clothes lunging near train car),https://www.harvardartmuseums.org/collections/object/119668,Modern and Contemporary Art,20th century,4.2002.22846,1,1935,American,0,41226,119668,Department of Photographs
Roman Imperial period,1984.0,0,Coin of the Province of Macedonia under Vespasian,https://www.harvardartmuseums.org/collections/object/176464,Asian and Mediterranean Art,1st century CE,1984.205.199,0,0,Roman Provincial,0,105211,176464,Department of Ancient and Byzantine Art & Numismatics
,1963.0,1913,Untitled [Roof Tops],https://www.harvardartmuseums.org/collections/object/163711,Modern and Contemporary Art,20th century,BR63.1571,2,1913,German,1,156067,163711,Busch-Reisinger Museum
,2011.0,1955,Untitled (two women and a man in small boat),https://www.harvardartmuseums.org/collections/object/118798,Modern and Contemporary Art,20th century,4.2002.5081,0,1945,American,0,24255,118798,Department of Photographs
,2011.0,1915,Untitled (studio portrait of group of woman surrounded by young women with wrist corsages),https://www.harvardartmuseums.org/collections/object/138343,Modern and Contemporary Art,20th century,4.2002.3927,1,1905,American,1,23101,138343,Department of Photographs
,1995.0,1993,Deviled Egg,https://www.harvardartmuseums.org/collections/object/254076,Modern and Contemporary Art,20th century,M22983,3,1993,American,1,224876,254076,Department of Prints
,1993.0,0,Sheet of Studies of Figures,https://www.harvardartmuseums.org/collections/object/294577,European and American Art,19th century,1993.131,3,0,French,0,115125,294577,Department of Drawings
,1939.0,0,Still Life: Game and Mushrooms,https://www.harvardartmuseums.org/collections/object/298307,Modern and Contemporary Art,20th century,1939.27,31,0,French,1,64697,298307,Department of Drawings
,2016.0,1970,"Houston Street, New York, (handball)",https://www.harvardartmuseums.org/collections/object/356861,Modern and Contemporary Art,20th century,2016.408,1,1970,American,0,139897,356861,Department of Photographs
,2001.0,1955,"[Watercolor by Lyonel Feininger, 1947]",https://www.harvardartmuseums.org/collections/object/50019,Modern and Contemporary Art,20th century,BRLF.1015.68,3,1947,American,1,184801,50019,Busch-Reisinger Museum
,1963.0,1932,Untitled [Three Sketches of a Figure with a Cane],https://www.harvardartmuseums.org/collections/object/162753,Modern and Contemporary Art,20th century,BR63.2904,1,1932,German,1,157400,162753,Busch-Reisinger Museum
,1919.0,0,"Textile Fragment Border, woven in pink and white",https://www.harvardartmuseums.org/collections/object/215074,European and American Art,,1919.223,6,0,Italian,0,51432,215074,"Department of Paintings, Sculpture & Decorative Arts"
,2011.0,1960,Untitled (man escorting woman out of large car with two other women  beside him at entrance to estate),https://www.harvardartmuseums.org/collections/object/132386,Modern and Contemporary Art,20th century,4.2002.10029,1,1940,American,0,29106,132386,Department of Photographs
,,1934,"Untitled (New York City Reformatory, New Hampton, New York)",https://www.harvardartmuseums.org/collections/object/189662,Modern and Contemporary Art,20th century,P1970.4148,3,1934,American,0,234702,189662,Department of Photographs
,2011.0,1955,Untitled (boy with baby on scale),https://www.harvardartmuseums.org/collections/object/124582,Modern and Contemporary Art,20th century,4.2002.17857,0,1945,American,0,37562,124582,Department of Photographs
,2003.0,1990,Untitled (Recovery Series),https://www.harvardartmuseums.org/collections/object/95015,Modern and Contemporary Art,20th century,2003.39,36,1990,American,1,124097,95015,Department of Drawings
,,1935,Untitled (Arkansas or Louisiana?),https://www.harvardartmuseums.org/collections/object/301556,Modern and Contemporary Art,20th century,P1970.1579,1,1935,American,0,232177,301556,Department of Photographs
,1997.0,1865,Untitled (blank),https://www.harvardartmuseums.org/collections/object/281083,European and American Art,19th century,P1997.37.36,0,1855,American,0,241836,281083,Department of Photographs
,2011.0,1955,Untitled (man in short shorts and athletic shoes bent in front of wooden board),https://www.harvardartmuseums.org/collections/object/138890,Modern and Contemporary Art,20th century,4.2002.3472,3,1945,American,1,22647,138890,Department of Photographs
,2011.0,1950,"Untitled (six generations: three women, two men, and baby in living room in front of clock)",https://www.harvardartmuseums.org/collections/object/30371,Modern and Contemporary Art,20th century,4.2002.6970.2,2,1940,American,1,26037,30371,Department of Photographs
,2017.0,0,Untitled (Portrait of a Woman),https://www.harvardartmuseums.org/collections/object/360690,Modern and Contemporary Art,,2017.97.41.50,0,0,,0,140232,360690,Center for the Technical Study of Modern Art
,1937.0,1874,"The Dancing Faun, after the Antique",https://www.harvardartmuseums.org/collections/object/310181,European and American Art,19th century,1937.8.16,198,1873,American,0,63817,310181,Department of Drawings
,,1930,"[Bromberg, near Deep, Baltic Coast]",https://www.harvardartmuseums.org/collections/object/45331,Modern and Contemporary Art,20th century,BRLF.23.6,4,1930,German,1,167489,45331,Busch-Reisinger Museum
,,0,"X-radiograph(s) of ""Jane Brown""",https://www.harvardartmuseums.org/collections/object/345719,,,Straus.6226,0,0,,0,267786,345719,Straus Center for Conservation and Technical Studies
Roman Imperial period,2005.0,0,AE Marcus Aurelius,https://www.harvardartmuseums.org/collections/object/20269,Asian and Mediterranean Art,,2005.115.168,5,0,,0,125365,20269,Department of Ancient and Byzantine Art & Numismatics
,,0,Lion and Snake,https://www.harvardartmuseums.org/collections/object/244140,European and American Art,19th century,R12319,6,0,British,0,254273,244140,Department of Prints
,1984.0,-309,Coin of Kardia,https://www.harvardartmuseums.org/collections/object/177166,Asian and Mediterranean Art,4th century BCE,1984.205.23,3,-350,Greek,0,105035,177166,Department of Ancient and Byzantine Art & Numismatics
,1938.0,0,She struggled while holding the other in her arms,https://www.harvardartmuseums.org/collections/object/272200,European and American Art,18th century,M9020,8,0,French,0,210782,272200,Department of Prints
,,0,Shepherd and His Flock,https://www.harvardartmuseums.org/collections/object/312231,European and American Art,19th century,41.1987,11,0,German,0,46433,312231,Department of Drawings
,2011.0,1929,"Charity, Organizations: United States. Massachusetts. Boston. Publicity for Social Work: Booklets: Winter and Spring: General Education Department Young Women's Christian Association Boston, Massachusetts",https://www.harvardartmuseums.org/collections/object/4968,Modern and Contemporary Art,20th century,3.2002.32.29,48,1920,American,0,8964,4968,Department of Photographs
,1963.0,1909,Untitled [Woman Seated at Table],https://www.harvardartmuseums.org/collections/object/164728,Modern and Contemporary Art,20th century,BR63.744,2,1909,German,1,155238,164728,Busch-Reisinger Museum
,,0,The Upper Figure of a Man Wearing a Turban with a Feather,https://www.harvardartmuseums.org/collections/object/235012,European and American Art,17th century,S7.162.9,5,0,Italian,0,259161,235012,Department of Prints
"Edo period, 1615-1868",1943.0,1688,Sage with Attendants and Crane under a Plum Tree,https://www.harvardartmuseums.org/collections/object/199172,Asian and Mediterranean Art,17th century,1943.56.22.14,79,1678,Japanese,0,68626,199172,Department of Asian Art
Modern,2018.0,1934,Study for Industrial Landscape,https://www.harvardartmuseums.org/collections/object/362005,Modern and Contemporary Art,20th century,2018.126,21,1934,German,0,142133,362005,Busch-Reisinger Museum
,1983.0,1981,Salton Sea Collage I,https://www.harvardartmuseums.org/collections/object/283794,Modern and Contemporary Art,20th century,P1983.19,7,1980,American,1,239916,283794,Department of Photographs
,2011.0,1905,"Housing, Improved: United States. Massachusetts. Cambridge. Massachusetts Building Permits: City of Cambridge. Public Buildings Department",https://www.harvardartmuseums.org/collections/object/314448,Modern and Contemporary Art,19th-20th century,3.2002.3358.2,0,1895,American,0,17933,314448,Department of Photographs
,,1946,"Office Unit and Factory Building, Greensboro, North Carolina, 1944-1946: Revisions: ground floor plan and elevation",https://www.harvardartmuseums.org/collections/object/166066,Modern and Contemporary Art,20th century,BRGA.107.74,1,1944,American,0,166711,166066,Busch-Reisinger Museum
"Jin dynasty, 1115-1234",1942.0,1299,Small Circular Wine Bowl with Purple Splashes,https://www.harvardartmuseums.org/collections/object/205358,Asian and Mediterranean Art,12th-13th century,1942.185.66,45,1100,Chinese,0,66820,205358,Department of Asian Art
,2011.0,1910,Untitled (exterior view of house #38 with family in front of door),https://www.harvardartmuseums.org/collections/object/138253,Modern and Contemporary Art,20th century,4.2002.3900,0,1900,American,1,23074,138253,Department of Photographs
Seleucid period,,-125,Tetradrachm of Demetrios II,https://www.harvardartmuseums.org/collections/object/148903,Asian and Mediterranean Art,2nd century BCE,1.1965.2625,7,-129,Greek,0,3092,148903,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1880,"Lake Flora (Crater or an extinct Volcano), near Summit Valley, Mount Stanford in the distance",https://www.harvardartmuseums.org/collections/object/155561,European and American Art,19th century,2.2002.3742,23,1870,British,0,6987,155561,Department of Photographs
,2011.0,1905,"Charity, Soldiers and Sailors: United States. New York. Bath. State Soldiers' and Sailors' Home: State Soldiers' and Sailors' Home, Bath, N.Y.",https://www.harvardartmuseums.org/collections/object/154091,Modern and Contemporary Art,19th-20th century,3.2002.1200,2,1895,American,0,11600,154091,Department of Photographs
,,0,Plate LVI,https://www.harvardartmuseums.org/collections/object/241223,European and American Art,18th-19th century,R15026,6,0,French,0,256118,241223,Department of Prints
,2011.0,1950,Untitled (group of children at birthday party with birthday cake),https://www.harvardartmuseums.org/collections/object/138855,Modern and Contemporary Art,20th century,4.2002.3488,0,1940,American,1,22662,138855,Department of Photographs
,1985.0,1849,Italian Landscape,https://www.harvardartmuseums.org/collections/object/294936,European and American Art,19th century,1985.69,3,1849,Austrian,0,107307,294936,Department of Drawings
,,1600,Landscape with a Shepherd Couple,https://www.harvardartmuseums.org/collections/object/274795,European and American Art,16th-17th century,G7447,40,1597,Dutch,0,198024,274795,Department of Prints
,,1927,"Total Theater for Erwin Piscator, Berlin, 1927",https://www.harvardartmuseums.org/collections/object/48545,Modern and Contemporary Art,20th century,BRGA.24.151,228,1927,German,0,162026,48545,Busch-Reisinger Museum
,2011.0,1946,Untitled (acrobats preparing to catch woman filpped from see-saw),https://www.harvardartmuseums.org/collections/object/137513,Modern and Contemporary Art,20th century,4.2002.4969,0,1936,American,0,24143,137513,Department of Photographs
,1926.0,0,The Fountain of the Borghese Garden,https://www.harvardartmuseums.org/collections/object/265341,European and American Art,19th century,M2947,4,0,French,0,204803,265341,Department of Prints
,,0,Dungeon,https://www.harvardartmuseums.org/collections/object/242701,European and American Art,19th century,R13675,9,0,German,0,255122,242701,Department of Prints
,,0,Bird of Paradise,https://www.harvardartmuseums.org/collections/object/234533,European and American Art,17th century,S3.62.6,6,0,French,0,257510,234533,Department of Prints
,2004.0,1991,"Landscape, Maine",https://www.harvardartmuseums.org/collections/object/51115,Modern and Contemporary Art,20th century,2004.184.6,4,1991,American,1,124969,51115,Department of Drawings
,1929.0,0,"Sweetheart, what is your mother's name? . . .",https://www.harvardartmuseums.org/collections/object/265101,European and American Art,19th century,M4670,4,0,French,0,206507,265101,Department of Prints
,1967.0,1952,Study for “Rapt at Rappaport’s”,https://www.harvardartmuseums.org/collections/object/5630,Modern and Contemporary Art,20th century,1967.79.919,3,1952,American,0,88693,5630,Department of Drawings
Byzantine period,1975.0,500,Section of an Architectural Frieze (one of four pieces),https://www.harvardartmuseums.org/collections/object/288291,Asian and Mediterranean Art,5th century,1975.41.92.B,9,400,Coptic,0,92524,288291,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1957,"Untitled (portrait, man in suit, serious face)",https://www.harvardartmuseums.org/collections/object/123501,Modern and Contemporary Art,20th century,4.2002.18693,0,1957,American,1,38430,123501,Department of Photographs
,,1839,Journey to Saint-Cloud,https://www.harvardartmuseums.org/collections/object/269260,European and American Art,19th century,M15948,0,1839,French,0,216518,269260,Department of Prints
,1990.0,1965,Untitled,https://www.harvardartmuseums.org/collections/object/226963,Modern and Contemporary Art,20th century,1990.30,15,1955,American,1,113214,226963,Department of Modern & Contemporary Art
,1931.0,1931,Vase,https://www.harvardartmuseums.org/collections/object/226392,Modern and Contemporary Art,20th century,BR31.31,10,1920,German,0,149915,226392,Busch-Reisinger Museum
,2011.0,1940,"Untitled (cast of ""HMS Pinafore"" on stage)",https://www.harvardartmuseums.org/collections/object/129351,Modern and Contemporary Art,20th century,4.2002.13006,2,1930,American,1,32063,129351,Department of Photographs
,1925.0,0,Fragment of stucco fallen from the vault,https://www.harvardartmuseums.org/collections/object/70392,European and American Art,18th century,M2869.2.30,1,0,Italian,0,203668,70392,Department of Prints
,,0,Visitation,https://www.harvardartmuseums.org/collections/object/274534,European and American Art,19th-20th century,G7160,7,0,American,0,197933,274534,Department of Prints
,1990.0,1840,"Chimney Ornament: ""Ale Bench""",https://www.harvardartmuseums.org/collections/object/227263,European and American Art,19th century,1990.54,7,1830,British,0,113277,227263,"Department of Paintings, Sculpture & Decorative Arts"
Hellenistic period,,-38,New Style Tetradrachm of Athens,https://www.harvardartmuseums.org/collections/object/171007,Asian and Mediterranean Art,2nd-1st century BCE,1.1965.1637,7,-185,Greek,0,2104,171007,Department of Ancient and Byzantine Art & Numismatics
,1950.0,1825,Mrs. J.H. Brae of Church Street,https://www.harvardartmuseums.org/collections/object/228865,European and American Art,19th century,1950.105,25,1815,American,0,73160,228865,"Department of American Paintings, Sculpture & Decorative Arts"
,1990.0,0,Cortes and Pizarro,https://www.harvardartmuseums.org/collections/object/256851,European and American Art,19th century,M21222,1,0,British,0,221771,256851,Department of Prints
,2011.0,1908,"Social Settlements: Great Britain, England. London. ""Toynbee Hall"": Toynbee Hall: Entrance to Toynbee Hall Commercial St.",https://www.harvardartmuseums.org/collections/object/314912,Modern and Contemporary Art,19th-20th century,3.2002.3578.6,3,1898,British?,0,18598,314912,Department of Photographs
,1979.0,0,Portrait of a Man with Folded Arms,https://www.harvardartmuseums.org/collections/object/227835,Modern and Contemporary Art,19th-20th century,1979.392,8,0,American,1,100633,227835,"Department of American Paintings, Sculpture & Decorative Arts"
,2018.0,1865,A Pair of Negatives,https://www.harvardartmuseums.org/collections/object/359949,European and American Art,19th century,2018.11.1,0,1855,British,0,141889,359949,Department of Photographs
,,1948,"Untitled (Gallery Cove, Point Lobos, California)",https://www.harvardartmuseums.org/collections/object/282131,Modern and Contemporary Art,20th century,3.1994.128,1,1948,American,1,8750,282131,Department of Photographs
Orientalizing period to Archaic,,0,Pyxis,https://www.harvardartmuseums.org/collections/object/293387,Asian and Mediterranean Art,7th-6th century BCE,22.1908.A-B,3,0,,0,44870,293387,Department of Ancient and Byzantine Art & Numismatics
,,0,[Coastline],https://www.harvardartmuseums.org/collections/object/35474,Modern and Contemporary Art,20th century,BRLF.511.25,0,0,,1,177510,35474,Busch-Reisinger Museum
,,1681,A View in Steirmark Taken in the Domain of the Lords of Heizberg,https://www.harvardartmuseums.org/collections/object/242966,European and American Art,17th century,R13444,4,1681,German,0,254913,242966,Department of Prints
,,1937,[View of train in station],https://www.harvardartmuseums.org/collections/object/35678,Modern and Contemporary Art,20th century,BRLF.521.9,0,1937,American,1,177689,35678,Busch-Reisinger Museum
,1962.0,1599,Saint Cecilia,https://www.harvardartmuseums.org/collections/object/228240,European and American Art,16th century,1962.155,16,1567,"Italian, Lombard",0,85526,228240,"Department of Paintings, Sculpture & Decorative Arts"
"Hellenistic period, Early",,-272,Didrachm of Tarentum,https://www.harvardartmuseums.org/collections/object/197084,Asian and Mediterranean Art,3rd century BCE,1.1965.199,8,-281,Greek,0,668,197084,Department of Ancient and Byzantine Art & Numismatics
,,0,"X-radiograph(s) of ""St. Anthony and St. John""",https://www.harvardartmuseums.org/collections/object/345262,,,Straus.5769,0,0,,0,267329,345262,Straus Center for Conservation and Technical Studies
,1927.0,0,Embroidered Cloth,https://www.harvardartmuseums.org/collections/object/214807,Asian and Mediterranean Art,19th century,1927.192,20,0,Uzbek,0,54061,214807,Department of Islamic & Later Indian Art
"Archaic period, Late, to Early Classical",1912.0,-450,Black-figure Lekythos: Three Palmettes,https://www.harvardartmuseums.org/collections/object/292889,Asian and Mediterranean Art,6th-5th century BCE,1912.24,6,-500,Greek,0,50338,292889,Department of Ancient and Byzantine Art & Numismatics
,,1924,Andrés Cañon,https://www.harvardartmuseums.org/collections/object/285636,Modern and Contemporary Art,20th century,P1982.124.2,8,1924,American,0,238799,285636,Department of Photographs
,2014.0,1960,"Untitled (Banyan Trees, Palm Tree, and Altar)",https://www.harvardartmuseums.org/collections/object/352294,Asian and Mediterranean Art,20th century,2014.516,64,1960,Indian,0,138503,352294,Department of Islamic & Later Indian Art
,1930.0,0,Abraham Lincoln,https://www.harvardartmuseums.org/collections/object/262329,Modern and Contemporary Art,20th century,M5062,2,0,American,0,206895,262329,Department of Prints
,2011.0,1955,Untitled (Starlight drive-in theater screen in empty lot),https://www.harvardartmuseums.org/collections/object/128843,Modern and Contemporary Art,20th century,4.2002.13441,21,1945,American,0,32473,128843,Department of Photographs
,2007.0,1967,"Untitled (woman with two cows in grassy field; overturned umbrella in background, Nazaré, Portugal)",https://www.harvardartmuseums.org/collections/object/326972,Modern and Contemporary Art,20th century,2007.184.2.535.6,3,1967,American,0,130485,326972,Department of Photographs
,,1949,[Pleasure boat],https://www.harvardartmuseums.org/collections/object/34229,Modern and Contemporary Art,20th century,BRLF.570.15,0,1949,American,1,179312,34229,Busch-Reisinger Museum
,,1928,"Halle Civic Center, Museum, and Stadium, Halle, 1927-1928: Museum, elevations and sections, 1:200",https://www.harvardartmuseums.org/collections/object/218366,Modern and Contemporary Art,20th century,BRGA.25.9,37,1927,German,0,162102,218366,Busch-Reisinger Museum
,,0,Bust of an Oriental,https://www.harvardartmuseums.org/collections/object/247694,European and American Art,18th century,R6177,1,0,German,0,249523,247694,Department of Prints
Hellenistic period,1997.0,-200,Coin of Sikyon,https://www.harvardartmuseums.org/collections/object/212921,Asian and Mediterranean Art,4th-3rd century BCE,1997.260.207,0,-330,Greek,0,119708,212921,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1945,Untitled (two boys standing near barrels and large ship),https://www.harvardartmuseums.org/collections/object/130594,Modern and Contemporary Art,20th century,4.2002.11948,1,1935,American,0,31051,130594,Department of Photographs
"Helladic period, Late Helladic IIIC",1960.0,0,Body Shery Of Closed Vessel With Painted Decoration,https://www.harvardartmuseums.org/collections/object/291252,Asian and Mediterranean Art,12th-11th century BCE,1960.252.24,4,0,Mycenaean,0,84442,291252,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1908,"Religious Agencies, Salvation Army: Germany. Salvation Army Work with Women: Salvation Army: Germany: Work with Women.: Maternity Home, Berlin.",https://www.harvardartmuseums.org/collections/object/6619,Modern and Contemporary Art,19th-20th century,3.2002.2560.2,2,1898,European?,0,15264,6619,Department of Photographs
,1963.0,1954,Untitled [Houses at the Foot of the Mountains]; verso: Untitled [Same Theme],https://www.harvardartmuseums.org/collections/object/161994,Modern and Contemporary Art,20th century,BR63.3632,2,1954,American,1,158129,161994,Busch-Reisinger Museum
,,0,"X-radiograph(s) of ""Miracle of St Francois-Xavier""",https://www.harvardartmuseums.org/collections/object/346037,,,Straus.6544,0,0,,0,268104,346037,Straus Center for Conservation and Technical Studies
,2011.0,1905,"Crime, Children, Reform Schools: United States. New York. New York City. Randall's Island, House of Refuge: New York City Home of Refuge, Randall's Island (State Society for the Reformation of Juvenile Delinquents): N.W. Corner of Main Buildings",https://www.harvardartmuseums.org/collections/object/19359,Modern and Contemporary Art,19th-20th century,3.2002.1258.2,1,1895,American,0,11792,19359,Department of Photographs
,1963.0,1914,Untitled [Ehringsdorf],https://www.harvardartmuseums.org/collections/object/163664,Modern and Contemporary Art,20th century,BR63.1666,3,1914,German,1,156162,163664,Busch-Reisinger Museum
,2011.0,1908,"Industrial Problems, Welfare Work: United States. Ohio. Dayton. National Cash Register Company: Welfare Institutions of the National Cash Register Company, Dayton, Ohio.: Employes' Homes: K Street",https://www.harvardartmuseums.org/collections/object/56749,Modern and Contemporary Art,20th century,3.2002.325.B.1,1,1898,American,0,9722,56749,Department of Photographs
,1975.0,1972,"Untitled (gray, mustard, and orange squares)",https://www.harvardartmuseums.org/collections/object/258530,Modern and Contemporary Art,20th century,M15446.A,4,1972,German,1,215951,258530,Department of Prints
,2007.0,1968,"Untitled (soldier seated outside building resting feet; soldier with Vietnamese children, Vietnam)",https://www.harvardartmuseums.org/collections/object/321898,Modern and Contemporary Art,20th century,2007.184.2.332,2,1967,American,0,129344,321898,Department of Photographs
,2017.0,1990,Landscape,https://www.harvardartmuseums.org/collections/object/319272,Asian and Mediterranean Art,20th century,2017.304,25,1990,Chinese,0,141869,319272,Department of Asian Art
"Edo period, 1615-1868",1933.0,1789,Actor Ichikawa Yaozō as an Otokodate,https://www.harvardartmuseums.org/collections/object/207104,Asian and Mediterranean Art,18th century,1933.4.2301,10,1775,Japanese,0,59266,207104,Department of Asian Art
,1946.0,0,"Spruce Tree and Cherry Mountain, New Hampshire",https://www.harvardartmuseums.org/collections/object/308202,Modern and Contemporary Art,19th-20th century,1946.58,13,0,American,0,71817,308202,Department of Drawings
,1982.0,1871,Thomas Pritchard Rossiter (1818-1871),https://www.harvardartmuseums.org/collections/object/98570,European and American Art,19th century,P1982.411.22,14,1866,American?,0,239862,98570,Department of Photographs
"Byzantine period, Early",1951.0,586,Coin of Maurice Tiberius,https://www.harvardartmuseums.org/collections/object/146012,Asian and Mediterranean Art,6th-7th century,1951.31.4.717,0,585,Byzantine,0,74070,146012,Department of Ancient and Byzantine Art & Numismatics
,1970.0,1920,Self-Portrait,https://www.harvardartmuseums.org/collections/object/296211,Modern and Contemporary Art,20th century,1970.47,41,1920,British,1,89700,296211,Department of Drawings
,,1941,Phthalocyanine Green,https://www.harvardartmuseums.org/collections/object/324259,,,Straus.70,3,1941,,0,261569,324259,Straus Center for Conservation and Technical Studies
,,1865,"""Agriculture is not all a bed of roses...""",https://www.harvardartmuseums.org/collections/object/266516,European and American Art,19th century,M18451.2,1,1865,French,0,219013,266516,Department of Prints
,,1950,"[Boat yard, New England]",https://www.harvardartmuseums.org/collections/object/35442,Modern and Contemporary Art,20th century,BRLF.538.28,1,1950,American,1,178207,35442,Busch-Reisinger Museum
,1984.0,0,Coin of Coela?,https://www.harvardartmuseums.org/collections/object/177167,Asian and Mediterranean Art,,1984.205.27,8,0,Greek,0,105039,177167,Department of Ancient and Byzantine Art & Numismatics
,,0,"""I lied?  Me? . . .""",https://www.harvardartmuseums.org/collections/object/269356,European and American Art,19th century,M16372,0,0,French,0,216942,269356,Department of Prints
,1949.0,0,Untitled [Goldberg architecture],https://www.harvardartmuseums.org/collections/object/220681,Modern and Contemporary Art,20th century,BR49.57,11,0,German?,0,150507,220681,Busch-Reisinger Museum
,2011.0,1915,"Untitled (Gössl, Austria)",https://www.harvardartmuseums.org/collections/object/149334,Modern and Contemporary Art,19th-20th century,2.2002.4306,0,1890,European,0,7551,149334,Department of Photographs
,1958.0,0,Nine photographs of Albers paintings,https://www.harvardartmuseums.org/collections/object/223110,Modern and Contemporary Art,20th century,BR58.102,1,0,German,0,154216,223110,Busch-Reisinger Museum
,2002.0,2001,Sculpture in the Form of a Nine-Hole Scholar's Rock,https://www.harvardartmuseums.org/collections/object/343566,Asian and Mediterranean Art,21st century,2002.270.A-B,542,2001,Chinese,0,123895,343566,Department of Asian Art
