period,accessionyear,dateend,title,url,division,century,objectnumber,totaluniquepageviews,datebegin,culture,imagepermissionlevel,rank,id,department
,1986.0,0,Saint Paul Preaching at Athens,https://www.harvardartmuseums.org/collections/object/294717,European and American Art,18th century,1986.636,10,0,German,0,111732,294717,Department of Drawings
,,0,The Hunt for the Autograph,https://www.harvardartmuseums.org/collections/object/274040,European and American Art,19th century,G7598,5,0,French,0,198171,274040,Department of Prints
,1960.0,1955,"Two Lines of Wash, for ""Passage to Etna""",https://www.harvardartmuseums.org/collections/object/308593,Modern and Contemporary Art,20th century,1960.706,3,1955,American,1,84979,308593,Department of Drawings
,,0,"X-radiograph(s) of ""Exhumation of St. Hubert""",https://www.harvardartmuseums.org/collections/object/346828,,,Straus.7335,0,0,,0,268894,346828,Straus Center for Conservation and Technical Studies
,2011.0,1915,"Untitled (body of water with trees along shoreline, bridge in center background, Laxenburg, Austria)",https://www.harvardartmuseums.org/collections/object/154868,Modern and Contemporary Art,19th-20th century,2.2002.4557,1,1890,European,0,7802,154868,Department of Photographs
"Edo period, 1615-1868",1933.0,0,A Ferry Boat on the Sumida River,https://www.harvardartmuseums.org/collections/object/208433,Asian and Mediterranean Art,,1933.4.982,28,0,Japanese,0,57966,208433,Department of Asian Art
,1982.0,0,Scrapbook,https://www.harvardartmuseums.org/collections/object/282134,European and American Art,19th century,P1982.393,1,0,,0,239741,282134,Department of Photographs
,1999.0,1924,Mother and Child,https://www.harvardartmuseums.org/collections/object/188053,Modern and Contemporary Art,20th century,1999.193,2,1914,German,0,120735,188053,Busch-Reisinger Museum
Roman Imperial period,1984.0,0,Coin of Amphipolis under Trajan,https://www.harvardartmuseums.org/collections/object/176478,Asian and Mediterranean Art,1st-2nd century CE,1984.616.48,3,0,Roman Provincial,0,106298,176478,Department of Ancient and Byzantine Art & Numismatics
,2007.0,1968,"Untitled (group of soldiers conversing, Vietnam)",https://www.harvardartmuseums.org/collections/object/322872,Modern and Contemporary Art,20th century,2007.184.2.121.5,3,1967,American,0,128113,322872,Department of Photographs
,2011.0,1908,"Housing, Government: United States. Massachusetts. Boston: Schedules Used in Investigation of Housing Conditions, Boston, Mass.",https://www.harvardartmuseums.org/collections/object/152940,Modern and Contemporary Art,19th-20th century,3.2002.2019,0,1898,American,0,13892,152940,Department of Photographs
"Byzantine period, Early",1951.0,604,Coin of Phokas,https://www.harvardartmuseums.org/collections/object/145730,Asian and Mediterranean Art,7th century,1951.31.4.783,0,603,Byzantine,0,74136,145730,Department of Ancient and Byzantine Art & Numismatics
,,1934,Untitled (New York City),https://www.harvardartmuseums.org/collections/object/302912,Modern and Contemporary Art,20th century,P1970.3017,2,1932,American,0,233588,302912,Department of Photographs
,2017.0,1935,Botanical,https://www.harvardartmuseums.org/collections/object/356404,Modern and Contemporary Art,20th century,2017.39,1,1925,German,0,139956,356404,Busch-Reisinger Museum
,,1959,[Julia Feininger],https://www.harvardartmuseums.org/collections/object/10655,Modern and Contemporary Art,20th century,BRLF.1002.40,0,1940,American,1,181660,10655,Busch-Reisinger Museum
,1936.0,0,In Ancient Times,https://www.harvardartmuseums.org/collections/object/257246,Modern and Contemporary Art,20th century,M8438,4,0,British,0,210213,257246,Department of Prints
,1936.0,1901,Monochromatic Still-Life,https://www.harvardartmuseums.org/collections/object/306859,European and American Art,20th century,1936.150.16,21,1901,American,0,61934,306859,Department of Drawings
,1955.0,1942,The Cock,https://www.harvardartmuseums.org/collections/object/260766,Modern and Contemporary Art,20th century,M13144,5,1936,Spanish,1,213780,260766,Department of Prints
,1962.0,0,Ceiling Decoration,https://www.harvardartmuseums.org/collections/object/296783,European and American Art,16th century,1962.12,27,0,Italian,0,85298,296783,Department of Drawings
,,0,Lion,https://www.harvardartmuseums.org/collections/object/247877,European and American Art,17th-18th century,R6119,4,0,German,0,249469,247877,Department of Prints
,,0,Martyrdom of Saint Stephen,https://www.harvardartmuseums.org/collections/object/275484,European and American Art,18th-19th century,G1043,28,0,British,0,193344,275484,Department of Prints
,,0,Classic Poet Compsing . . .,https://www.harvardartmuseums.org/collections/object/269518,European and American Art,19th century,M17495,0,0,French,0,218063,269518,Department of Prints
,,1960,"Untitled (Borobudur, Java)",https://www.harvardartmuseums.org/collections/object/280906,Modern and Contemporary Art,20th century,P1970.5100,0,1960,American,0,236712,280906,Department of Photographs
,2004.0,1991,"Landscape, Maine",https://www.harvardartmuseums.org/collections/object/50743,Modern and Contemporary Art,20th century,2004.184.7,2,1991,American,1,124970,50743,Department of Drawings
"Byzantine period, Middle",1951.0,1050,Anonymous Follis,https://www.harvardartmuseums.org/collections/object/74659,Asian and Mediterranean Art,,1951.31.4.1505,0,1042,Byzantine,0,74859,74659,Department of Ancient and Byzantine Art & Numismatics
,1981.0,1863,Untitled (native servants Kans-amah and Khidmutgar),https://www.harvardartmuseums.org/collections/object/284418,European and American Art,19th century,P1981.27,13,1862,"British, English",0,238238,284418,Department of Photographs
,1953.0,0,Pine Trees on the Seashore,https://www.harvardartmuseums.org/collections/object/308351,Modern and Contemporary Art,19th-20th century,1953.108,7,0,American,0,81688,308351,Department of Drawings
,2011.0,1908,"Industrial Problems, Welfare Work: United States. Ohio. Dayton. National Cash Register Company: Welfare Institutions of the National Cash Register Company, Dayton, Ohio.: The Platform at a Sales Agents' Convention",https://www.harvardartmuseums.org/collections/object/314623,Modern and Contemporary Art,19th-20th century,3.2002.3519.B.5,3,1898,American,0,18275,314623,Department of Photographs
,,0,Bello Sguardo and Couiello,https://www.harvardartmuseums.org/collections/object/234531,European and American Art,17th century,S4.27.8,9,0,French,0,257829,234531,Department of Prints
,1988.0,1953,Untitled,https://www.harvardartmuseums.org/collections/object/309485,Modern and Contemporary Art,20th century,1988.231,3,1953,American,1,112539,309485,Department of Drawings
,,1936,"[Onboard the S.S. Pennsylvania, near Panama Canal]",https://www.harvardartmuseums.org/collections/object/43477,Modern and Contemporary Art,20th century,BRLF.155.9,3,1936,German,1,169705,43477,Busch-Reisinger Museum
,2011.0,1955,"Untitled (man operating forklift, Snow Crop Juice Industries)",https://www.harvardartmuseums.org/collections/object/135105,Modern and Contemporary Art,20th century,4.2002.7212,0,1945,American,0,26289,135105,Department of Photographs
,,1959,Lily,https://www.harvardartmuseums.org/collections/object/8339,Modern and Contemporary Art,20th century,BRLF.1012.224,1,1940,American,1,184327,8339,Busch-Reisinger Museum
,,1925,"Sommerfeld Residence, Berlin, 1920-1921",https://www.harvardartmuseums.org/collections/object/52769,Modern and Contemporary Art,20th century,BRGA.8.13,9,1915,German,0,160677,52769,Busch-Reisinger Museum
,2011.0,1937,Untitled (wedding guests outside church),https://www.harvardartmuseums.org/collections/object/95879,Modern and Contemporary Art,20th century,4.2002.431.6,0,1937,American,1,19425,95879,Department of Photographs
,1971.0,1860,Krishna Swims with the Gopis,https://www.harvardartmuseums.org/collections/object/215670,Asian and Mediterranean Art,19th century,1971.135,135,1840,Indian,0,90288,215670,Department of Islamic & Later Indian Art
,1998.0,1997,Two Identical Units Joined Eight Ways,https://www.harvardartmuseums.org/collections/object/213472,Modern and Contemporary Art,20th century,M23711,6,1997,American,1,225624,213472,Department of Prints
,,1936,[Passengers on ship deck],https://www.harvardartmuseums.org/collections/object/37138,Modern and Contemporary Art,20th century,BRLF.466.23,0,1936,German,1,176122,37138,Busch-Reisinger Museum
,1934.0,1799,Piece XCIV,https://www.harvardartmuseums.org/collections/object/270808,European and American Art,18th century,M6871,0,1799,French,0,208697,270808,Department of Prints
,,1935,"Untitled (Division IX, May Day Parade, Communist Party route, Twenty-fifth Street between Fifth and Sixth Avenues, New York City)",https://www.harvardartmuseums.org/collections/object/190842,Modern and Contemporary Art,20th century,P1970.4032,1,1935,American,0,234586,190842,Department of Photographs
,,1930,"[Views of Renaissance and Baroque  Architecture, Dessau]",https://www.harvardartmuseums.org/collections/object/45282,Modern and Contemporary Art,20th century,BRLF.31.4,8,1929,German,1,167593,45282,Busch-Reisinger Museum
,1977.0,0,Fragment from a Vessel,https://www.harvardartmuseums.org/collections/object/191985,Asian and Mediterranean Art,,1977.216.2123.366,0,0,Greek,0,97077,191985,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1955,Untitled (dog on table),https://www.harvardartmuseums.org/collections/object/126871,Modern and Contemporary Art,20th century,4.2002.15675,1,1945,American,0,34716,126871,Department of Photographs
,2011.0,1908,"Social Settlements: United States. Massachusetts. Northampton. ""Home Culture Club"": The Home Culture Clubs, Northampton, Mass.: Home-Culture Clubs, Northampton, Mass.: One fo the Writing Classes, Room 19",https://www.harvardartmuseums.org/collections/object/313914,Modern and Contemporary Art,19th-20th century,3.2002.3096.3,5,1898,American,0,17145,313914,Department of Photographs
,,0,"X-radiograph(s) of ""Cotton Mather (copy)""",https://www.harvardartmuseums.org/collections/object/346272,,,Straus.6779,0,0,,0,268338,346272,Straus Center for Conservation and Technical Studies
,,1950,[Julia Feininger and unidentified woman],https://www.harvardartmuseums.org/collections/object/36543,Modern and Contemporary Art,20th century,BRLF.489.30,1,1940,American,1,176823,36543,Busch-Reisinger Museum
Roman Imperial period,1952.0,0,Intaglio Gem with Goat Reclining Left,https://www.harvardartmuseums.org/collections/object/291728,Asian and Mediterranean Art,1st century CE,1952.71.14,3,0,Roman,0,81267,291728,Department of Ancient and Byzantine Art & Numismatics
,1963.0,1924,Untitled [Deep],https://www.harvardartmuseums.org/collections/object/162958,Modern and Contemporary Art,20th century,BR63.2333,4,1924,German,1,156829,162958,Busch-Reisinger Museum
"Edo period, 1615-1868",1985.0,0,"Illustrated Book on Agriculture (Seisei zusetsu), Satsuma-edition, Part II, Vol. 14",https://www.harvardartmuseums.org/collections/object/141522,Asian and Mediterranean Art,19th century,1985.756.4,2,0,Japanese,0,109174,141522,Department of Asian Art
,,2017,"X-radiograph(s) of ""Rectangular Flowerpot with Four Small Feet""",https://www.harvardartmuseums.org/collections/object/357573,,,Straus.8966,0,2017,,0,270592,357573,Straus Center for Conservation and Technical Studies
,2000.0,0,Landscape with Gallows,https://www.harvardartmuseums.org/collections/object/237304,European and American Art,17th century,M24764,69,0,Dutch,0,227555,237304,Department of Prints
,,1952,"""Packaged House"" System, 1942-1952: Building type TDU-1: details (1/4"" =1')",https://www.harvardartmuseums.org/collections/object/165049,Modern and Contemporary Art,20th century,BRGA.97.91,21,1942,American,1,166199,165049,Busch-Reisinger Museum
"Roman Imperial period, Late",2008.0,237,Sestertius of Maximus,https://www.harvardartmuseums.org/collections/object/169365,Asian and Mediterranean Art,3rd century CE,2008.115.282,4,236,Roman,0,132739,169365,Department of Ancient and Byzantine Art & Numismatics
,1998.0,1934,"Prisoners and Visitors, Sketch for the Rikers Island Mural",https://www.harvardartmuseums.org/collections/object/278492,Modern and Contemporary Art,20th century,1998.157,9,1934,American,1,120195,278492,Department of Drawings
,2004.0,1982,Landscape,https://www.harvardartmuseums.org/collections/object/50740,Modern and Contemporary Art,20th century,2004.186.5,3,1982,American,1,125011,50740,Department of Drawings
,,1940,[New York City],https://www.harvardartmuseums.org/collections/object/33113,Modern and Contemporary Art,20th century,BRLF.607.6,2,1930,German,1,180141,33113,Busch-Reisinger Museum
,2001.0,2001,View of Galveston from the Gay Beach - Night (West to North),https://www.harvardartmuseums.org/collections/object/170132,Modern and Contemporary Art,21st century,M25042,6,2001,American,1,228067,170132,Department of Prints
,,1950,"[House on coastline, New England]",https://www.harvardartmuseums.org/collections/object/39983,Modern and Contemporary Art,20th century,BRLF.335.11,0,1950,American,1,173284,39983,Busch-Reisinger Museum
,1983.0,1960,"Half Dome, Blowing Snow, Yosemite National Park, California",https://www.harvardartmuseums.org/collections/object/285901,Modern and Contemporary Art,20th century,P1983.17.9,28,1950,American,0,239911,285901,Department of Photographs
,2011.0,1908,"Industrial Problems, Welfare Work: Great Britain, England. Bourneville. Cadbury Bros.: Welfare Institutions and Improved Housing: Bournville Works and Village, Bournville, England: Cocoa and Chocolate Works of Cadbury Brothers, Ltd. The Bournville Village Trust: East Triangle.",https://www.harvardartmuseums.org/collections/object/153066,Modern and Contemporary Art,19th-20th century,3.2002.2222,3,1898,European?,0,14435,153066,Department of Photographs
"Byzantine period, Early",2002.0,0,Band with Dancers and Animals,https://www.harvardartmuseums.org/collections/object/97361,Asian and Mediterranean Art,,2002.318.16,9,0,Byzantine,0,123998,97361,Department of Ancient and Byzantine Art & Numismatics
"Meiji period, 1868-1912",1985.0,0,Lily,https://www.harvardartmuseums.org/collections/object/211106,Asian and Mediterranean Art,,1985.1073,3,0,Japanese,0,109849,211106,Department of Asian Art
,2011.0,1905,"Charity, Public: United States. New York. New York City. Farm Colony, Port Richmond: New York City Farm Colony, Borough of Richmond (New York City Almshouse System): Main Buildings for Men",https://www.harvardartmuseums.org/collections/object/17358,Modern and Contemporary Art,19th-20th century,3.2002.1083.1,1,1895,American,0,11326,17358,Department of Photographs
,1929.0,0,Saint Herodas,https://www.harvardartmuseums.org/collections/object/250843,European and American Art,16th century,M3805,1,0,German,0,205638,250843,Department of Prints
,,1826,Monk Praying,https://www.harvardartmuseums.org/collections/object/248265,European and American Art,19th century,R6576,17,1826,German,0,249900,248265,Department of Prints
,1963.0,0,Untitled [Houses],https://www.harvardartmuseums.org/collections/object/161133,Modern and Contemporary Art,20th century,BR63.4377,2,0,German?,1,158874,161133,Busch-Reisinger Museum
"Classical period, Late",,-370,Hundred Litrae of Syracuse,https://www.harvardartmuseums.org/collections/object/187774,Asian and Mediterranean Art,4th century BCE,1.1965.925,17,-400,Greek,0,1393,187774,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1969,"Highway 61, Penna",https://www.harvardartmuseums.org/collections/object/157567,Modern and Contemporary Art,20th century,2.2002.1800,4,1969,American,0,5336,157567,Department of Photographs
,1999.0,1995,Untitled,https://www.harvardartmuseums.org/collections/object/191126,Modern and Contemporary Art,20th century,M24247,1,1995,American,1,226718,191126,Department of Prints
,2011.0,1908,"Social Settlements: United States. Virginia. Hampton. ""Locust Street Settlement"": Agencies Promoting Assimilation of the Negro. Training Negro Girls in Domestic Science. Locust Street Settlement, Hampton, Va.: The Quilting Club.",https://www.harvardartmuseums.org/collections/object/159333,Modern and Contemporary Art,19th-20th century,3.2002.207,6,1898,American,0,9427,159333,Department of Photographs
,1924.0,1200,Head of a Buddha,https://www.harvardartmuseums.org/collections/object/209751,Asian and Mediterranean Art,12th century,1924.65.10,36,1100,Central Asian,0,52840,209751,Department of Asian Art
"Classical period, Late, to Early Hellenistic",,-270,Stater of Rhaucos,https://www.harvardartmuseums.org/collections/object/170057,Asian and Mediterranean Art,4th-3rd century BCE,1.1965.2098,3,-330,Greek,0,2565,170057,Department of Ancient and Byzantine Art & Numismatics
,,0,"Chart of Call to Arms, Armorials and Devices",https://www.harvardartmuseums.org/collections/object/236000,European and American Art,17th century,S7.189,5,0,French,0,259289,236000,Department of Prints
,,1929,"Von Kiltzing Summer Residence, Timmendorfer Strand on Baltic Shore, 1924",https://www.harvardartmuseums.org/collections/object/51138,Modern and Contemporary Art,20th century,BRGA.19.8,0,1919,German,0,160906,51138,Busch-Reisinger Museum
,1960.0,0,AMULET,https://www.harvardartmuseums.org/collections/object/290592,Asian and Mediterranean Art,,1960.659,2,0,Greek,0,84917,290592,Department of Ancient and Byzantine Art & Numismatics
,1977.0,0,Study for the Madonna of the Long Neck,https://www.harvardartmuseums.org/collections/object/296006,European and American Art,16th century,1977.43,280,0,Italian,0,95500,296006,Department of Drawings
,,1779,Youth Saved from a Shark,https://www.harvardartmuseums.org/collections/object/277538,European and American Art,18th century,G4673,85,1779,"British, English",0,196662,277538,Department of Prints
,,0,Madonna di casa Tempi,https://www.harvardartmuseums.org/collections/object/274441,European and American Art,19th century,G2018,21,0,Italian,0,194212,274441,Department of Prints
,2011.0,1947,Untitled (women seated at Women's Club meeting),https://www.harvardartmuseums.org/collections/object/125934,Modern and Contemporary Art,20th century,4.2002.16204,0,1947,American,0,35907,125934,Department of Photographs
,2011.0,1955,Untitled (debutante with escort),https://www.harvardartmuseums.org/collections/object/120933,Modern and Contemporary Art,20th century,4.2002.21540,5,1945,American,0,39917,120933,Department of Photographs
,1993.0,1878,"Male Nude, for Alexander the Great, after Ingres",https://www.harvardartmuseums.org/collections/object/264860,European and American Art,19th century,1993.264,249,1878,French,0,115342,264860,Department of Drawings
"Byzantine period, Early",1951.0,565,Coin of Justinian I,https://www.harvardartmuseums.org/collections/object/146449,Asian and Mediterranean Art,6th century,1951.31.4.317,1,545,Byzantine,0,73670,146449,Department of Ancient and Byzantine Art & Numismatics
,,1944,"[Ivy climbing up side of house, near Falls Village, Connecticut]",https://www.harvardartmuseums.org/collections/object/33934,Modern and Contemporary Art,20th century,BRLF.590.12,2,1938,American,1,179855,33934,Busch-Reisinger Museum
,2004.0,1861,"Frontispiece to ""La Revue Fantaisiste""",https://www.harvardartmuseums.org/collections/object/54081,European and American Art,19th century,M26243,4,1861,French,0,229594,54081,Department of Prints
,1963.0,1907,"Untitled [Figures]; verso: Untitled [Figures, Two Sweeping]",https://www.harvardartmuseums.org/collections/object/169515,Modern and Contemporary Art,20th century,BR63.400,4,1907,German,1,154892,169515,Busch-Reisinger Museum
,,1930,"[Model yachts, Deep, Baltic Coast]",https://www.harvardartmuseums.org/collections/object/45017,Modern and Contemporary Art,20th century,BRLF.65.4,4,1930,German,1,168038,45017,Busch-Reisinger Museum
,2012.0,1729,"Fireworks over the Piazza Navona celebrating the birth of the Dauphin of France, November 30, 1729",https://www.harvardartmuseums.org/collections/object/340120,European and American Art,18th century,2012.71,30,1729,Italian,0,136636,340120,Department of Prints
,2018.0,1979,Untitled #1 State proof unsigned,https://www.harvardartmuseums.org/collections/object/361260,Modern and Contemporary Art,20th century,2018.33.59,3,1979,American,1,141999,361260,Department of Prints
,,1802,Count Alexander Strogonov,https://www.harvardartmuseums.org/collections/object/246123,European and American Art,19th century,R3473,4,1802,German,0,247265,246123,Department of Prints
,,0,"X-radiograph(s) of ""Portrait of John Chambers""",https://www.harvardartmuseums.org/collections/object/346018,,,Straus.6525,0,0,,0,268085,346018,Straus Center for Conservation and Technical Studies
,2006.0,2006,Lester Fred Jewett (b. 1936),https://www.harvardartmuseums.org/collections/object/317844,Modern and Contemporary Art,21st century,H840,11,2006,American,1,200159,317844,Harvard University Portrait Collection
,,0,Quentin Simons,https://www.harvardartmuseums.org/collections/object/274443,European and American Art,17th century,G2037,13,0,Flemish,0,194230,274443,Department of Prints
,1949.0,0,Photographs of fourteen glass paintings; sandblast technique,https://www.harvardartmuseums.org/collections/object/225721,Modern and Contemporary Art,20th century,BR49.38.A,11,0,German,0,150435,225721,Busch-Reisinger Museum
,2011.0,1946,Untitled (five women smoking pipes and playing cards at table),https://www.harvardartmuseums.org/collections/object/127642,Modern and Contemporary Art,20th century,4.2002.14447,256,1946,American,0,33334,127642,Department of Photographs
,2018.0,1885,Untitled (a manservant or Khitmutghar with a flywhisk),https://www.harvardartmuseums.org/collections/object/361129,European and American Art,19th century,2018.65,2,1855,British,0,142070,361129,Department of Photographs
,,0,Robbery of Adonis,https://www.harvardartmuseums.org/collections/object/250105,European and American Art,18th century,R3036,16,0,Italian,0,246932,250105,Department of Prints
,2011.0,1961,Untitled (eight children preparing to play tug-of-war outdoors with baby in foreground),https://www.harvardartmuseums.org/collections/object/132629,Modern and Contemporary Art,20th century,4.2002.9845,0,1961,American,0,28922,132629,Department of Photographs
,,0,Bridge and Temple of Charenton,https://www.harvardartmuseums.org/collections/object/241260,European and American Art,17th century,R11072,5,0,French,0,253670,241260,Department of Prints
,,1959,Fisherman's Wharf,https://www.harvardartmuseums.org/collections/object/10416,Modern and Contemporary Art,20th century,BRLF.1004.20,0,1940,American,1,182057,10416,Busch-Reisinger Museum
,,1790,John Winthrop (1714-1779),https://www.harvardartmuseums.org/collections/object/212745,European and American Art,18th century,H732,51,1780,American,0,200054,212745,Harvard University Portrait Collection
Archaic period,1925.0,625,Ring Vase,https://www.harvardartmuseums.org/collections/object/291122,Asian and Mediterranean Art,7th-6th century BCE,1925.30.80,15,-550,Greek?,0,53426,291122,Department of Ancient and Byzantine Art & Numismatics
,,1939,"Ford Residence, Lincoln, Massachusetts, 1938-1939",https://www.harvardartmuseums.org/collections/object/51261,Modern and Contemporary Art,20th century,BRGA.91.50,8,1938,American,0,165839,51261,Busch-Reisinger Museum
,1962.0,1932,"Study for ""Locomotives Watering""",https://www.harvardartmuseums.org/collections/object/308747,Modern and Contemporary Art,20th century,1962.256,8,1932,American,1,85684,308747,Department of Drawings
,1925.0,0,Tree,https://www.harvardartmuseums.org/collections/object/256931,Modern and Contemporary Art,19th-20th century,M2862,1,0,American,0,203551,256931,Department of Prints
,1946.0,1880,Nocturne: Palaces,https://www.harvardartmuseums.org/collections/object/262929,European and American Art,19th century,M12031,59,1879,American,0,212795,262929,Department of Prints
,,0,Three Cascades,https://www.harvardartmuseums.org/collections/object/243600,European and American Art,18th century,R5507,3,0,German,0,248916,243600,Department of Prints
,,1940,[Bridge in distance],https://www.harvardartmuseums.org/collections/object/35577,Modern and Contemporary Art,20th century,BRLF.526.8,0,1940,American,1,177866,35577,Busch-Reisinger Museum
Roman Republican period,2008.0,-131,"Denarius of Cn. Lucretius Trio, Rome",https://www.harvardartmuseums.org/collections/object/186514,Asian and Mediterranean Art,2nd century BCE,2008.115.106,57,-141,Roman Republican,0,132563,186514,Department of Ancient and Byzantine Art & Numismatics
Hellenistic period,1997.0,-1,Coin of Sardis,https://www.harvardartmuseums.org/collections/object/212983,Asian and Mediterranean Art,2nd-1st century BCE,1997.260.310,17,-199,Greek,0,119811,212983,Department of Ancient and Byzantine Art & Numismatics
,,1931,[Clouds and utility lines],https://www.harvardartmuseums.org/collections/object/42352,Modern and Contemporary Art,20th century,BRLF.186.3,0,1931,German,1,170501,42352,Busch-Reisinger Museum
,1952.0,0,Plate VI,https://www.harvardartmuseums.org/collections/object/259920,Modern and Contemporary Art,20th century,M12684,12,0,Spanish,1,213415,259920,Department of Prints
,2019.0,1974,"Untitled (notes atop bleed-through of red circle, left page); Untitled (barrage balloon designs, right page)",https://www.harvardartmuseums.org/collections/object/369896,Modern and Contemporary Art,20th century,2019.8.87,0,1974,German,0,143247,369896,Busch-Reisinger Museum
,2007.0,0,"CR 322, One of 14 copies of the dust-jacket illustration for Basil Bunting's ""Collected Poems""",https://www.harvardartmuseums.org/collections/object/320146,Modern and Contemporary Art,,2007.100.30.1,5,0,,1,126930,320146,Center for the Technical Study of Modern Art
,2011.0,1908,Social Settlements: United States. Virginia. Hampton. Locust Street Settlement: Agencies Promoting Assimilation of the Negro. Development of Social Standards Among the Negroes. Locust Street Settlement: Waiting for the kindergarten hour.,https://www.harvardartmuseums.org/collections/object/159423,Modern and Contemporary Art,19th-20th century,3.2002.205,1,1898,American,0,9425,159423,Department of Photographs
,,1938,"Gropius Residence, Lincoln, Massachusetts, 1938: Typical cornice detail with revision indicated (full size)",https://www.harvardartmuseums.org/collections/object/167020,Modern and Contemporary Art,20th century,BRGA.82.69,5,1938,American,0,165073,167020,Busch-Reisinger Museum
Roman period,1977.0,0,Fragment of Gold Glass Mosaic,https://www.harvardartmuseums.org/collections/object/289637,Asian and Mediterranean Art,1st-5th century CE,1977.216.3259,4,0,Roman,0,98407,289637,Department of Ancient and Byzantine Art & Numismatics
,1959.0,1888,"Cypress Grove, Monterey",https://www.harvardartmuseums.org/collections/object/308522,European and American Art,19th century,1959.168,17,1888,American,0,83567,308522,Department of Drawings
,1948.0,1923,The Model Bauhaus Man,https://www.harvardartmuseums.org/collections/object/225752,Modern and Contemporary Art,20th century,BR48.102,93,1923,German,1,150360,225752,Busch-Reisinger Museum
,1973.0,0,The Michelfeld Tapestry,https://www.harvardartmuseums.org/collections/object/254831,European and American Art,15th-16th century,M15309.C,12,0,German,0,215762,254831,Department of Prints
,1934.0,0,Letter L,https://www.harvardartmuseums.org/collections/object/258373,European and American Art,15th-16th century,M7170,0,0,German,0,208996,258373,Department of Prints
,1981.0,1956,"Squirrel with Owl's Head, for Fogg Art Museum Letterhead",https://www.harvardartmuseums.org/collections/object/309222,Modern and Contemporary Art,20th century,1981.17.4,2,1953,American,1,102701,309222,Department of Drawings
,,0,Entombment,https://www.harvardartmuseums.org/collections/object/248832,European and American Art,15th century,R719,23,0,Italian,0,244579,248832,Department of Prints
"Byzantine period, Late",1951.0,1425,Half-Stavraton of Manuel II,https://www.harvardartmuseums.org/collections/object/183445,Asian and Mediterranean Art,14th-15th century,1951.31.4.2054,1,1391,Byzantine,0,75408,183445,Department of Ancient and Byzantine Art & Numismatics
,1950.0,1924,Der Krieg (War),https://www.harvardartmuseums.org/collections/object/55666,Modern and Contemporary Art,20th century,M12393.-M12442,217,1924,German,1,213170,55666,Department of Prints
"Roman Imperial period, Middle",1992.0,200,Cupid in Flight,https://www.harvardartmuseums.org/collections/object/300000,Asian and Mediterranean Art,2nd century CE,1992.298,17,100,Roman,0,114866,300000,Department of Ancient and Byzantine Art & Numismatics
,2006.0,2005,"The Great Wall Snaking through the Mountains, from the series ""Sacrifice""",https://www.harvardartmuseums.org/collections/object/4615,Asian and Mediterranean Art,21st century,2006.14.20,29,2005,Chinese,1,125815,4615,Department of Asian Art
"Tang dynasty, 618-907",1924.0,0,Unfired Clay Plaque in the Form of a Pipal Leaf with Seated Buddha Decor,https://www.harvardartmuseums.org/collections/object/58209,Asian and Mediterranean Art,,1924.65.39.W,8,0,Central Asian,0,53020,58209,Department of Asian Art
"Byzantine period, Early",1951.0,543,Coin of Justinian I,https://www.harvardartmuseums.org/collections/object/146134,Asian and Mediterranean Art,6th century,1951.31.4.370,0,542,Byzantine,0,73723,146134,Department of Ancient and Byzantine Art & Numismatics
,,1933,[Dessau],https://www.harvardartmuseums.org/collections/object/44175,Modern and Contemporary Art,20th century,BRLF.110.1,0,1932,German,1,168622,44175,Busch-Reisinger Museum
,1992.0,1990,"August, from the portfolio ""The Twelve Months""",https://www.harvardartmuseums.org/collections/object/212466,Modern and Contemporary Art,20th century,1992.183.8,6,1990,German,1,114354,212466,Busch-Reisinger Museum
,2002.0,1952,Fish Subject,https://www.harvardartmuseums.org/collections/object/172984,Modern and Contemporary Art,20th century,2002.139,55,1952,Spanish,1,123649,172984,Department of Modern & Contemporary Art
,,1959,[Coast],https://www.harvardartmuseums.org/collections/object/9759,Modern and Contemporary Art,20th century,BRLF.1008.71,0,1940,American,1,182999,9759,Busch-Reisinger Museum
,,1894,Honoré Daumier,https://www.harvardartmuseums.org/collections/object/265437,European and American Art,19th century,M15894,3,1894,French,0,216465,265437,Department of Prints
,,1838,Dogs,https://www.harvardartmuseums.org/collections/object/246228,European and American Art,19th century,R6696,1,1838,German,0,250011,246228,Department of Prints
,2011.0,1900,"Races, Negroes: United States. Virginia. Hampton. Hampton Normal and Industrial School: Agencies Promoting Assimilation of the Negro. Training for Commercial and Industrial Employment. Hampton Normal and Agricultural Institute, Hampton, Va.: Bricklaying.",https://www.harvardartmuseums.org/collections/object/7065,Modern and Contemporary Art,19th-20th century,3.2002.2441.1,1,1899,American,0,14952,7065,Department of Photographs
,,0,"Stoke Gifford, Gloucestershire",https://www.harvardartmuseums.org/collections/object/249753,European and American Art,18th-19th century,R698NA,0,0,British,0,244547,249753,Department of Prints
,2011.0,1955,"Untitled (aerial view of beach  with people, umbrellas and palm trees)",https://www.harvardartmuseums.org/collections/object/130795,Modern and Contemporary Art,20th century,4.2002.11722,0,1955,American,0,30825,130795,Department of Photographs
"Roman Republican period, Late, to Early Imperial",1982.0,0,Coin of an uncertain mint in Spain,https://www.harvardartmuseums.org/collections/object/174011,Asian and Mediterranean Art,1st century BCE,1982.99.75,15,-50,Roman Provincial,0,103721,174011,Department of Ancient and Byzantine Art & Numismatics
